i	north	east	parent	distance	visited
690	4.16667	9.23333	0	86.3285	1
691	34.35	132.333	0	143.558	1
692	-14.4333	28.45	0	108.239	1
693	36.3147	139.8	0	149.754	1
694	33.9431	-117.228	0	129.942	1
695	17.7333	83.3167	0	110.291	1
696	24.2075	55.7447	0	86.233	1
697	21.8556	111.963	0	131.07	1
698	-20.3364	-40.2936	0	117.464	1
699	49.5964	11.0044	0	41.8754	1
700	36.1314	139.602	0	149.634	1
701	31.8775	120.551	0	133.831	1
702	31.8576	106.756	0	121.562	1
703	61.4981	23.76	0	37.1066	1
704	17.9667	-76.8667	0	105.344	1
705	-2.905	-41.7769	0	101.866	1
706	9.86667	-83.9167	0	116.032	1
707	43.6136	-116.238	0	125.152	1
708	24.0228	-104.654	0	123.716	1
709	-7.33889	110.502	0	147.26	1
710	34.8268	137.376	0	148.041	1
711	49.7944	9.92944	0	41.4135	1
712	53.3873	-2.60288	0	36.7051	1
713	-22.9083	-43.1964	0	120.889	1
714	38.6833	29.4	0	59.1419	1
715	34.7661	135.628	0	146.444	1
716	-25.9667	32.4667	0	120.426	1
717	41.2643	123.177	0	132.468	1
718	-22.2281	-45.9336	0	121.264	1
719	-17.7978	-50.9278	0	119.222	1
720	8.5	4.55	0	81.6269	1
721	-26.4465	31.2064	0	120.555	1
722	25.04	88.14	0	109.492	1
723	21.95	108.617	0	128.173	1
724	11.3167	-5.66667	0	78.8871	1
725	38.0333	125.717	0	136.034	1
726	40.65	35.8333	0	60.9873	1
727	-17.8578	-41.505	0	115.568	1
728	35.5269	46.1761	0	71.4111	1
729	22.7	90.3667	0	112.674	1
730	4.1425	-73.6294	0	113.105	1
731	52.3744	9.73861	0	38.8654	1
732	40.8333	14.25	0	51.1901	1
733	52.039	47.7839	0	61.0274	1
734	-23.6228	-46.5508	0	122.789	1
735	33.0936	44.5808	0	72.2896	1
736	30.3392	48.3042	0	76.764	1
737	37.5058	34.0517	0	62.5712	1
738	47.3928	0.688333	0	42.6128	1
739	-33.9667	22.45	0	125.983	1
740	40.1833	29.0667	0	57.6764	1
741	37.9756	-121.301	0	131.986	1
742	-6.71667	108.567	0	145.399	1
743	12.4333	-86.8833	0	116.47	1
744	9.58333	41.8667	0	90.6623	1
745	5.55	95.3175	0	127.347	1
746	45.4233	28.0425	0	52.6637	1
747	26.9167	75.8667	0	98.6674	1
748	30.7833	31	0	66.8402	1
749	36.21	128.354	0	139.17	1
750	36.0333	140.067	0	150.104	1
751	-34.6653	-58.7275	0	137.806	1
752	47.7486	26.6694	0	49.9644	1
753	32.05	118.767	0	132.15	1
754	43.9	-78.85	0	91.3375	1
755	43.5036	124.809	0	133.188	1
756	59.2669	15.1965	0	34.2849	1
757	13.3622	103.86	0	129.074	1
758	42.4	-82.1833	0	94.9729	1
759	-22.9189	-46.5425	0	122.135	1
760	28.2097	83.9853	0	104.267	1
761	43.125	5.93056	0	47.2487	1
762	61.25	73.4333	0	78.8607	1
763	20.8	106.667	0	127.147	1
764	37.7667	30.55	0	60.5114	1
765	46.5333	6.63333	0	43.9699	1
766	20.9147	110.081	0	129.964	1
767	33.9481	-117.396	0	130.091	1
768	36.5658	53.0597	0	75.303	1
769	16.8906	97.6333	0	121.972	1
770	34.7867	135.406	0	146.23	1
771	40.1814	44.5144	0	66.8089	1
772	58.521	31.2758	0	44.3746	1
773	-12.2669	-38.9669	0	109.439	1
774	-26.1625	27.8725	0	119.46	1
775	-23.7108	-46.4128	0	122.818	1
776	22.88	87.78	0	110.501	1
777	33.9562	116.789	0	129.54	1
778	-29.7178	-52.4258	0	130.694	1
779	39.5196	116.701	0	127.151	1
780	43.3192	21.8961	0	51.561	1
781	30.3342	-9.49722	0	60.417	1
782	48.2	15.6167	0	44.622	1
783	-18.1333	178.433	0	208.641	1
784	33.5589	133.531	0	144.97	1
785	39.9656	127.489	0	136.955	1
786	-4.26667	15.2833	0	95.4976	1
787	3.03333	101.45	0	133.624	1
788	-13.9833	33.7833	0	109.334	1
789	-6.1835	35.746	0	102.611	1
790	23.0614	-109.708	0	128.517	1
791	27.2578	33.8117	0	71.2728	1
792	50.6592	14.0417	0	41.7716	1
793	32.6447	51.6675	0	77.1956	1
794	34.6919	135.701	0	146.539	1
795	8.11667	-63.55	0	103.651	1
796	18.35	-64.95	0	96.7069	1
797	-16.0658	-47.9789	0	116.413	1
798	35.0167	136.9	0	147.529	1
799	35.25	136.25	0	146.839	1
800	40.7833	43.8333	0	65.9063	1
801	60.4517	22.27	0	37.0008	1
802	35.5806	104.626	0	117.933	1
803	47.5606	7.59056	0	43.1129	1
804	52.0333	-0.766667	0	37.9744	1
805	24.7868	112.373	0	129.925	1
806	-21.7878	-46.5608	0	121.097	1
807	45.65	25.6	0	51.2082	1
808	31.1056	-97.7267	0	114.101	1
809	34.4303	70.4528	0	89.7306	1
810	47.0425	-122.893	0	130.185	1
811	28.8389	78.7769	0	99.7321	1
812	9.96667	76.2833	0	110.564	1
813	-34.8667	-56.1667	0	136.917	1
814	5.83878	118.117	0	145.034	1
815	31.5167	34.45	0	67.8756	1
816	-3.33488	37.3404	0	100.527	1
817	13.0825	80.275	0	111.177	1
818	34.3609	107.175	0	120.757	1
819	11.595	43.1481	0	89.4936	1
820	52.5167	-1.98333	0	37.5358	1
821	56.0833	54.25	0	63.9797	1
822	35.9114	140.05	0	150.132	1
823	-33.7242	18.9558	0	125.168	1
824	-8.46667	118.717	0	154.238	1
825	37.8714	32.4847	0	61.4219	1
826	-27.3333	-55.8667	0	129.955	1
827	-27.4514	-58.9867	0	131.432	1
828	-21.245	-45	0	120.002	1
829	34.35	134.05	0	145.142	1
830	-34.7167	-58.6167	0	137.805	1
831	28.6842	115.887	0	131.109	1
832	32.8407	-83.6324	0	101.299	1
833	-29.9508	-51.0939	0	130.379	1
834	41.3589	2.09917	0	48.6864	1
835	36.0322	129.365	0	140.171	1
836	34.0608	-117.756	0	130.367	1
837	37.1939	40.5861	0	66.6012	1
838	33.9381	-118.131	0	130.759	1
839	-22.8833	-43.1036	0	120.833	1
840	51.4828	11.9697	0	40.3342	1
841	51.2667	7.18333	0	39.3938	1
842	-26.1667	28.3333	0	119.572	1
843	19.2922	-99.6539	0	122.19	1
844	48.7086	44.5147	0	60.7169	1
845	37.7803	38.6217	0	64.9502	1
846	41.1253	16.8667	0	51.7032	1
847	36.7167	-4.41667	0	53.4661	1
848	31.58	130.528	0	143.005	1
849	47.6965	8.63386	0	43.1755	1
850	41.4667	69.5833	0	84.837	1
851	37.2361	127.201	0	137.71	1
852	34.7686	137.998	0	148.641	1
853	22.83	88.63	0	111.207	1
854	46.2336	-63.1283	0	76.8159	1
855	29.8341	114.329	0	129.194	1
856	18.6383	-91.8353	0	116.302	1
857	25.88	86.6	0	107.754	1
858	41.7633	-72.685	0	87.2347	1
859	34.0253	-6.83611	0	56.3906	1
860	34.5906	119.18	0	131.431	1
861	-23.5504	-46.6339	0	122.753	1
862	10.2	-71.3	0	107.013	1
863	27.0375	88.2631	0	108.419	1
864	35.7878	139.903	0	150.039	1
865	9.05556	7.49139	0	81.2904	1
866	43.3667	-8.38333	0	47.3809	1
867	7.894	-67.473	0	106.273	1
868	31.6269	74.877	0	94.942	1
869	-18.4784	-70.3211	0	129.277	1
870	41.3333	27.9667	0	56.13	1
871	20.7203	-103.392	0	124.457	1
872	39.904	116.408	0	126.729	1
873	27.9736	-82.7642	0	103.427	1
874	22.975	88.4344	0	110.964	1
875	30.5	117.033	0	131.29	1
876	-12.9708	-38.5108	0	109.937	1
877	19.9833	-102.283	0	123.952	1
878	48.9228	24.7106	0	47.9369	1
879	38.2578	-122.054	0	132.569	1
880	29.7628	-95.3831	0	112.812	1
881	-16.3988	-71.5369	0	128.212	1
882	53.4541	-2.7461	0	36.6489	1
883	4.53889	-75.6725	0	114.149	1
884	15.35	44.2	0	86.754	1
885	41.5333	-8.41667	0	49.1921	1
886	37.3689	-122.037	0	132.902	1
887	33.8833	130.883	0	142.406	1
888	51.6167	-3.95	0	38.586	1
889	56.3	38.1333	0	50.8905	1
890	28.7596	104.64	0	121.243	1
891	8.23222	-70.8206	0	108.174	1
892	24.4511	54.3969	0	85.1803	1
893	-23.5411	-46.3689	0	122.644	1
894	33.9331	118.283	0	130.898	1
895	51.57	5.07	0	38.763	1
896	50.347	18.923	0	43.9368	1
897	43.0621	141.354	0	148.944	1
898	-16.3778	-39.58	0	113.502	1
899	-13.5183	-71.9781	0	126.083	1
900	28.99	77.7	0	98.7902	1
901	0.918778	104.455	0	137.282	1
902	17.9961	-76.9547	0	105.388	1
903	45.0333	38.9833	0	59.5122	1
904	32.07	34.8235	0	67.5911	1
905	22.4382	88.432	0	111.287	1
906	8.58333	-71.1333	0	108.114	1
907	15.3333	38.9167	0	84.1999	1
908	37.2858	127.01	0	137.515	1
909	26.847	80.947	0	102.668	1
910	-23.6678	-46.4608	0	122.796	1
911	27.8431	112.923	0	128.899	1
912	37.7486	127.039	0	137.365	1
913	14.9177	-23.5092	0	78.6767	1
914	22.3654	88.4325	0	111.332	1
915	22.7	85.63	0	108.912	1
916	40.1167	67.85	0	84.2138	1
917	40.7094	120.838	0	130.504	1
918	47.6514	26.2556	0	49.8273	1
919	10.8269	78.6928	0	111.629	1
920	-19.0431	-65.2592	0	127.079	1
921	10.08	-69.1261	0	105.668	1
922	19.5312	-96.9159	0	119.827	1
923	29.5544	-95.2958	0	112.849	1
924	15.3	-61.3833	0	96.6851	1
925	-37.4707	-72.3517	0	146.573	1
926	52.0119	4.35944	0	38.2374	1
927	33.4258	43.2992	0	71.2422	1
928	42.3173	-83.0353	0	95.7523	1
929	54.7828	32.0453	0	47.6146	1
930	-34.9333	-57.95	0	137.719	1
931	48.8353	2.24139	0	41.2257	1
932	41.9833	21.4333	0	52.5832	1
933	19.3	73.0667	0	101.672	1
934	31.0381	112.211	0	126.759	1
935	-41.4444	147.138	0	197.3	1
936	37.9781	-122.031	0	132.657	1
937	50.4547	-104.607	0	111.832	1
938	30.7991	106.078	0	121.48	1
939	64.1475	-21.935	0	33.9042	1
940	19.4194	-99.1456	0	121.702	1
941	50.8725	20.6319	0	44.2339	1
942	10.1667	-68	0	104.868	1
943	-15.3833	35.3333	0	111.149	1
944	38.25	21.7333	0	56.1284	1
945	-5.06667	-81.1	0	124.96	1
946	49.4811	8.43528	0	41.3876	1
947	51.45	-2.58333	0	38.6365	1
948	54.5739	-1.23333	0	35.4476	1
949	39.0483	-95.678	0	108.399	1
950	31.2681	72.3181	0	93.163	1
951	38.6	27.0667	0	58.091	1
952	23.25	87.0667	0	109.709	1
953	32.6253	36.1061	0	67.7902	1
954	49.1833	-122.85	0	129.453	1
955	31.3256	75.5792	0	95.6812	1
956	32.5364	-117.037	0	130.383	1
957	38.7452	-9.1604	0	52.067	1
958	51.2	6.43333	0	39.3297	1
959	33.8869	35.5131	0	66.4067	1
960	-34.1654	-70.7398	0	142.903	1
961	-21.1308	-42.3658	0	118.932	1
962	-0.224444	100.632	0	135.157	1
963	46.3167	44.2667	0	62.1914	1
964	43.6172	122.264	0	130.766	1
965	22.75	88.34	0	111.025	1
966	33.4489	-7.64861	0	57.066	1
967	24.0115	97.858	0	118.028	1
968	14.0167	-60.9833	0	97.4291	1
969	29.375	47.98	0	77.3141	1
970	44.7667	17.1833	0	48.3872	1
971	10.9277	106.868	0	132.941	1
972	28.6583	121.422	0	136.037	1
973	10.3105	105.74	0	132.406	1
974	38.5236	-8.89354	0	52.239	1
975	34.6913	135.183	0	146.06	1
976	40.2833	69.6167	0	85.5466	1
977	10.0667	-72.5667	0	107.96	1
978	8.92194	-67.4283	0	105.453	1
979	-36.85	174.783	0	215.963	1
980	41.824	-71.4128	0	86.1436	1
981	-9.66583	-35.735	0	105.879	1
982	53.55	8.58333	0	37.447	1
983	-23.5489	-46.9342	0	122.866	1
984	37.4507	35.8123	0	63.5921	1
985	45.4247	-75.695	0	87.8447	1
986	35.85	129.217	0	140.104	1
987	38.4795	106.225	0	118.06	1
988	30.7194	76.7181	0	96.9528	1
989	-21.1378	-47.99	0	121.056	1
990	17.6715	75.9104	0	104.851	1
991	-18.42	-49.2178	0	119.068	1
992	31.169	112.585	0	127.03	1
993	42.1296	-80.0852	0	93.3018	1
994	38.6167	-90.2	0	103.809	1
995	47.7617	27.9289	0	50.6369	1
996	51.3333	6.56667	0	39.2203	1
997	51.5333	46	0	59.964	1
998	46.3594	25.8039	0	50.6985	1
999	38.1041	-122.257	0	132.815	1
1000	48.4167	-71.0667	0	82.3386	1
1001	-23.0058	-46.8389	0	122.328	1
1002	34.7186	136.506	0	147.275	1
1003	42.95	89.1822	0	100.832	1
1004	41.7686	140.729	0	148.765	1
1005	36.2001	117.081	0	128.85	1
1006	26.4515	111.595	0	128.421	1
1007	35.7497	114.289	0	126.511	1
1008	23.9667	91.1	0	112.515	1
1009	24.86	67.01	0	93.4535	1
1010	18.0858	-15.9785	0	73.6679	1
1011	35.25	136.783	0	147.334	1
1012	45.1388	124.808	0	132.626	1
1013	46.78	23.5594	0	49.2241	1
1014	33.5364	130.479	0	142.172	1
1015	35.3097	46.9989	0	72.1105	1
1016	6.78333	-58.1667	0	101.53	1
1017	22.7	88.45	0	111.143	1
1018	-34.6175	-68.3356	0	142.124	1
1019	47.4728	-0.555556	0	42.5309	1
1020	36.1192	128.115	0	138.984	1
1021	-5.42944	105.263	0	142.081	1
1022	32.7933	12.4885	0	58.5539	1
1023	33.4581	36.3053	0	67.1942	1
1024	29.2942	117.204	0	131.992	1
1025	15.7833	38.45	0	83.5854	1
1026	22.67	88.37	0	111.097	1
1027	-17.9667	-67.1167	0	127.128	1
1028	13.1028	103.198	0	128.698	1
1029	40.7833	30.4	0	57.8484	1
1030	51.2211	4.39972	0	39.0277	1
1031	41.15	-8.53333	0	49.5897	1
1032	33.774	-93.6827	0	109.26	1
1033	22.61	88.52	0	111.253	1
1034	-6.21462	106.845	0	143.782	1
1035	27.5667	76.6167	0	98.8334	1
1036	38.2561	-85.7514	0	100.154	1
1037	59.4167	56.7833	0	64.4956	1
1038	33.9234	-6.90765	0	56.5005	1
1039	47.4839	7.735	0	43.214	1
1040	22.191	88.1905	0	111.246	1
1041	56.3269	44.0075	0	55.4124	1
1042	27.4833	95	0	113.725	1
1043	-33.8927	18.5942	0	125.28	1
1044	37.3675	126.947	0	137.425	1
1045	-20.5389	-47.4008	0	120.273	1
1046	2.3	111.817	0	142.106	1
1047	50.8675	4.37361	0	39.3761	1
1048	33.8333	132.767	0	144.159	1
1049	49.1953	16.6083	0	44.0552	1
1050	16.7333	77.9833	0	107.002	1
1051	32.3912	119.436	0	132.604	1
1052	49.8356	18.2925	0	44.1339	1
1053	-32.8833	-68.8333	0	140.849	1
1054	34.6587	112.424	0	125.307	1
1055	46.9594	8.36667	0	43.8462	1
1056	27.6961	111.666	0	127.871	1
1057	48.2908	25.9344	0	49.1147	1
1058	51.5232	6.92527	0	39.095	1
1059	34.3738	62.1792	0	83.4297	1
1060	44.4939	11.3428	0	46.8985	1
1061	24.15	120.667	0	137.465	1
1062	31.3867	120.977	0	134.428	1
1063	35.6808	140.027	0	150.193	1
1064	32.0654	112.153	0	126.233	1
1065	59.95	30.3167	0	42.6861	1
1066	36.1692	-115.145	0	127.107	1
1067	32.5736	74.0789	0	93.7308	1
1068	45.7797	3.08694	0	44.3279	1
1069	45.8636	25.7875	0	51.1177	1
1070	39.7667	-84.2	0	98.046	1
1071	26.2667	50.15	0	81.0985	1
1072	21.4411	40.4975	0	79.6264	1
1073	4.05	9.7	0	86.4956	1
1074	20.7333	77	0	103.571	1
1075	36.6667	48.4833	0	72.0769	1
1076	50.6397	5.57056	0	39.7525	1
1077	-23.8953	-46.4256	0	122.994	1
1078	52.05	29.2333	0	47.904	1
1079	10.2283	-67.4753	0	104.482	1
1080	23.05	112.467	0	130.886	1
1081	28.9833	-10.0667	0	61.8415	1
1082	22.4067	-79.9531	0	104.696	1
1083	1.28191	103.824	0	136.566	1
1084	-12.8208	28.2119	0	106.621	1
1085	41.4676	12.9037	0	50.2185	1
1086	-21.5508	-45.43	0	120.447	1
1087	35.6969	-0.633056	0	54.3067	1
1088	0.515278	25.1911	0	92.9629	1
1089	19.2167	73.15	0	101.79	1
1090	27.0808	-109.445	0	126.242	1
1091	-23.6489	-46.8519	0	122.928	1
1092	53.43	-1.35722	0	36.5952	1
1093	54.9	-1.38028	0	35.1271	1
1094	34.7136	-86.5861	0	102.731	1
1095	18.1167	83.4167	0	110.116	1
1096	46.0708	18.2331	0	47.5628	1
1097	34.8503	128.589	0	139.916	1
1098	36.365	6.61472	0	54.0414	1
1099	-38.9573	-68.0455	0	145.809	1
1100	38.9956	-1.85583	0	51.0382	1
1101	26.5794	106.708	0	124.132	1
1102	46.5	11.35	0	44.9563	1
1103	45.8344	1.26167	0	44.1836	1
1104	43.8333	-79.5	0	91.9326	1
1105	35.7139	139.408	0	149.605	1
1106	15.8777	108.333	0	131.263	1
1107	36.9947	127.089	0	137.699	1
1108	-23.0333	-45.55	0	121.866	1
1109	50.8278	-0.152778	0	39.1725	1
1110	30.7277	-88.0527	0	106.144	1
1111	52.4231	10.7872	0	39.0946	1
1112	34.08	49.7	0	74.814	1
1113	35.9572	139.403	0	149.512	1
1114	32.1724	120.014	0	133.219	1
1115	-5.795	-35.2089	0	102.061	1
1116	46.6388	131.155	0	138.137	1
1117	-1.59	103.61	0	138.289	1
1118	11.93	-85.9561	0	116.118	1
1119	42.3364	-7.86333	0	48.3079	1
1120	-15.7619	-48.2819	0	116.261	1
1121	-3.49389	-39.5789	0	101.526	1
1122	42.0127	121.649	0	130.771	1
1123	47.1333	39.75	0	58.4604	1
1124	34.1294	-117.293	0	129.92	1
1125	27.7167	85.3667	0	105.673	1
1126	22.6572	88.8942	0	111.522	1
1127	23.4	88.5	0	110.76	1
1128	34.5361	-117.288	0	129.741	1
1129	-34.8167	-58.3833	0	137.796	1
1130	-6.6	106.8	0	144.006	1
1131	42.1421	24.7415	0	53.875	1
1132	-7.19083	-48.2069	0	108.489	1
1133	-33.804	25.4921	0	126.401	1
1134	35.4164	119.433	0	131.315	1
1135	33.7789	-117.96	0	130.673	1
1136	55.7558	37.6178	0	50.87	1
1137	0.3901	9.4544	0	90.1073	1
1138	45.2692	27.9575	0	52.7491	1
1139	45.0667	7.7	0	45.5883	1
1140	36.0641	136.22	0	146.509	1
1141	21.2667	40.4167	0	79.7357	1
1142	10.0333	105.783	0	132.608	1
1143	50.7167	-1.98333	0	39.3334	1
1144	-12.05	-77.0333	0	127.861	1
1145	47.2414	-122.459	0	129.71	1
1146	35.8167	128.733	0	139.671	1
1147	51.6717	39.2106	0	54.8318	1
1148	-29.6839	-53.8069	0	131.223	1
1149	35.3747	139.22	0	149.553	1
1150	-15.8433	-70.0236	0	126.91	1
1151	37.9667	34.6792	0	62.5309	1
1152	26.6333	-81.9833	0	103.618	1
1153	35.5522	51.235	0	74.7635	1
1154	52.5167	5.48333	0	37.8823	1
1155	-23.5428	-46.3108	0	122.624	1
1156	54.9667	73.3833	0	81.317	1
1157	-3.3825	29.3611	0	97.8896	1
1158	53.5333	-113.5	0	119.214	1
1159	9.55972	-69.2019	0	106.111	1
1160	-23.4864	-46.3486	0	122.586	1
1161	13.3322	74.7461	0	107.074	1
1162	51.7298	75.3266	0	84.4909	1
1163	-23.3189	-46.5869	0	122.521	1
1164	37.2939	127.638	0	138.092	1
1165	46.5833	26.9167	0	51.0834	1
1166	43.5278	5.44556	0	46.7902	1
1167	48.0042	0.196944	0	41.9963	1
1168	21.4603	-71.1414	0	98.7866	1
1169	26.3	50.2167	0	81.1135	1
1170	-7.36667	108.533	0	145.807	1
1171	58.4094	15.6257	0	35.2438	1
1172	-29.1	26.2167	0	121.951	1
1173	-22.3719	-46.9419	0	121.783	1
1174	9	-79.5	0	113.496	1
1175	39.1608	-119.754	0	130.098	1
1176	-17.85	25.8667	0	110.909	1
1177	-6.95	107.567	0	144.81	1
1178	36.1025	-80.2606	0	96.6783	1
1179	19.1167	-72.7	0	101.537	1
1180	36.7	137.22	0	147.208	1
1181	56.1564	10.2097	0	35.3501	1
1182	28.2333	117	0	132.303	1
1183	38.0167	23.6833	0	57.1241	1
1184	-13.3	35.2456	0	109.147	1
1185	15.78	-86.7878	0	114.196	1
1186	9.31111	42.1278	0	91.0244	1
1187	30.0561	31.2394	0	67.5957	1
1188	35.3231	139.342	0	149.686	1
1189	-8.00889	-34.855	0	104.022	1
1190	-34.4331	150.883	0	195.574	1
1191	45.5167	-122.667	0	130.483	1
1192	25.7108	104.467	0	122.664	1
1193	41.3242	19.4558	0	52.4201	1
1194	10.4717	-66.5406	0	103.694	1
1195	10.45	-64.1667	0	102.204	1
1196	40.7706	29.7661	0	57.5288	1
1197	42.2697	-89.0697	0	101.052	1
1198	24.1	88.25	0	110.14	1
1199	40.6892	-111.994	0	122.369	1
1200	32.3852	120.563	0	133.623	1
1201	-23.5917	-48.0531	0	123.338	1
1202	38.9401	-94.6807	0	107.571	1
1203	-22.1258	-51.3889	0	123.341	1
1204	9.90963	-84.262	0	116.252	1
1205	52.0333	113.5	0	119.682	1
1206	17.3433	96.4981	0	120.793	1
1207	65.0142	25.4719	0	35.6807	1
1208	53.645	-1.77972	0	36.3985	1
1209	52.6792	-2.4475	0	37.401	1
1210	15.8667	74.5	0	105.1	1
1211	18.55	-72.3	0	101.648	1
1212	-17.7892	-63.1975	0	124.95	1
1213	37.7167	30.2833	0	60.4204	1
1214	51.4508	7.01306	0	39.1819	1
1215	23.0961	109.609	0	128.415	1
1216	32.6889	112.045	0	125.851	1
1217	18.2167	42.5	0	83.4212	1
1218	-29.8583	31.025	0	123.809	1
1219	59.4372	24.745	0	39.3243	1
1220	-20.7189	-46.61	0	120.13	1
1221	-23.2758	-51.2778	0	124.342	1
1222	35.25	139.667	0	150.014	1
1223	54.3233	10.1394	0	37.0895	1
1224	30	120.583	0	134.686	1
1225	46.0726	122.072	0	129.735	1
1226	35.1833	128.55	0	139.75	1
1227	49.2839	-122.792	0	129.366	1
1228	47.4983	19.0408	0	46.5719	1
1229	-8.28694	-35.035	0	104.344	1
1230	50.8058	-1.08722	0	39.2092	1
1231	17.1211	-61.8447	0	95.583	1
1232	-3.73333	-73.25	0	118.96	1
1233	34.5781	135.552	0	146.444	1
1234	35.3989	136.849	0	147.339	1
1235	30.388	111.45	0	126.391	1
1236	29.6761	-95.1739	0	112.681	1
1237	35.9522	50.6075	0	74.0424	1
1238	22.7664	115.333	0	133.499	1
1239	35.8567	139.549	0	149.685	1
1240	36.1472	139.389	0	149.43	1
1241	-25.05	33.65	0	119.87	1
1242	-3.1	-60.0167	0	110.768	1
1243	4.175	73.5083	0	113.002	1
1244	37.6933	112.742	0	124.285	1
1245	-25.6578	-49.3078	0	125.73	1
1246	21.6146	110.279	0	129.762	1
1247	43.4336	39.9161	0	61.3329	1
1248	22.7772	73.6203	0	99.6938	1
1249	-12.0667	-75.2167	0	126.788	1
1250	9.43333	-64.4667	0	103.184	1
1251	34.8	48.5167	0	73.4909	1
1252	37.9161	139.036	0	148.472	1
1253	-20.1667	28.5667	0	113.81	1
1254	12.5242	76.8958	0	109.158	1
1255	32.8117	-96.9508	0	112.561	1
1256	18.7519	79.5133	0	106.765	1
1257	22.82	88.37	0	111.006	1
1258	34.7361	-92.3311	0	107.606	1
1259	40.5489	34.9533	0	60.557	1
1260	38.197	-84.863	0	99.4247	1
1261	37.9108	40.2367	0	65.82	1
1262	4.24482	117.891	0	145.782	1
1263	43.8081	143.894	0	151.127	1
1264	45.1517	26.8167	0	52.2542	1
1265	11.6667	92.75	0	121.403	1
1266	33.88	-117.929	0	130.601	1
1267	25.3575	55.3919	0	85.1288	1
1268	49.4122	8.71	0	41.5118	1
1269	34.1803	-118.328	0	130.834	1
1270	45.7867	-108.537	0	117.197	1
1271	44.7167	37.7667	0	58.9653	1
1272	20.6028	-103.364	0	124.499	1
1273	43.8369	4.36	0	46.3685	1
1274	32.4833	44.4333	0	72.6807	1
1275	32.0833	34.8833	0	67.6106	1
1276	42.9833	144.383	0	151.846	1
1277	31.3697	119.824	0	133.399	1
1278	13.5086	2.11111	0	76.5205	1
1279	51.9625	7.62556	0	38.7943	1
1280	35.229	113.23	0	125.781	1
1281	25.3994	55.4797	0	85.1542	1
1282	-10.9169	-37.65	0	107.711	1
1283	48.4833	9.21667	0	42.5274	1
1284	51.9397	15.505	0	41.0973	1
1285	35.7278	107.64	0	120.548	1
1286	10.8	79.15	0	111.97	1
1287	36.3725	37.5178	0	65.4484	1
1288	50.85	4.35	0	39.3909	1
1289	26.2164	-98.2364	0	117.127	1
1290	39.1	63.5667	0	81.4342	1
1291	34.7119	135.623	0	146.46	1
1292	26.5944	104.833	0	122.516	1
1293	57.15	65.5333	0	73.3058	1
1294	33.4667	48.35	0	74.3891	1
1295	-3.89	-38.6858	0	101.548	1
1296	1.53972	110.354	0	141.433	1
1297	40	44.5833	0	66.9901	1
1298	14.7319	-17.4572	0	77.266	1
1299	46.8806	8.63944	0	43.9764	1
1300	22.7	88.35	0	111.063	1
1301	-6.88833	109.675	0	146.342	1
1302	31.4766	92.0569	0	109.085	1
1303	29.0667	31.0833	0	68.4035	1
1304	54.6833	25.2833	0	43.434	1
1305	-37.7833	175.283	0	216.917	1
1306	37.2306	39.7653	0	66.0749	1
1307	5.66667	-0.0166667	0	84.3333	1
1308	36.2167	57.6667	0	78.8549	1
1309	15.6835	32.4629	0	81.0973	1
1310	15.8833	-87.95	0	115.015	1
1311	28.4667	77.0333	0	98.5925	1
1312	32.7761	-79.9325	0	98.3045	1
1313	40.6403	22.9356	0	54.4281	1
1314	34.9893	137.002	0	147.634	1
1315	1.49306	124.841	0	153.032	1
1316	21.0094	107.273	0	127.543	1
1317	39.8112	98.2862	0	110.359	1
1318	54.5964	-5.93	0	35.8968	1
1319	50.3714	-4.14222	0	39.8445	1
1320	22.5727	88.3639	0	111.151	1
1321	50.3597	7.59778	0	40.3618	1
1322	35.4028	139.315	0	149.631	1
1323	23.25	87.85	0	110.332	1
1324	38.4281	141.306	0	150.423	1
1325	43.1833	141	0	148.569	1
1326	39.25	125.85	0	135.697	1
1327	39.65	125.333	0	135.069	1
1328	-34.6576	-58.7872	0	137.824	1
1329	22.6167	120.3	0	137.886	1
1330	5.6037	-0.187	0	84.3965	1
1331	4.91667	114.917	0	142.986	1
1332	33.8358	-118.341	0	130.992	1
1333	50.1136	8.67972	0	40.8199	1
1334	58.3019	-134.42	0	138.107	1
1335	49.2653	4.02861	0	40.9334	1
1336	-23.4439	-46.9178	0	122.763	1
1337	38.8861	40.5017	0	65.2151	1
1338	39.7064	-105.103	0	116.516	1
1339	-15.9251	-5.71792	0	106.079	1
1340	23.25	88.43	0	110.795	1
1341	22.7803	100.97	0	121.299	1
1342	22.69	88.37	0	111.085	1
1343	25.4486	78.5696	0	101.686	1
1344	35.0956	138.864	0	149.324	1
1345	45.55	11.55	0	45.9261	1
1346	44.0142	20.9394	0	50.5288	1
1347	-8.76194	-63.9039	0	117.633	1
1348	-7.21278	-39.315	0	104.862	1
1349	37.9874	106.192	0	118.246	1
1350	39.7225	43.0544	0	66.193	1
1351	-12.8939	-38.3269	0	109.8	1
1352	22.1667	113.55	0	132.269	1
1353	61.7833	34.35	0	44.4534	1
1354	31.7978	34.6503	0	67.7358	1
1355	24.9	91.8667	0	112.594	1
1356	43.2967	5.37639	0	47.0118	1
1357	32.4767	-114.763	0	128.372	1
1358	-38.7399	-72.5901	0	147.795	1
1359	57.05	9.91667	0	34.4099	1
1360	16.9333	82.2167	0	109.992	1
1361	40.75	-111.883	0	122.243	1
1362	17.6833	73.9833	0	103.456	1
1363	40.9667	126.6	0	135.764	1
