i	north	east	parent	distance	visited
2022	39.6708	106.811	0	118.075	1
2023	23.67	116.63	0	134.172	1
2024	-25.7464	28.1881	0	119.129	1
2025	-35.4269	-71.6656	0	144.457	1
2026	-8.11278	-35.015	0	104.174	1
2027	-4.94694	-47.505	0	106.168	1
2028	29.55	106.507	0	122.466	1
2029	55.15	61.4	0	70.6009	1
2030	29.4519	55.6814	0	82.2586	1
2031	35.2383	58.4656	0	80.1066	1
2032	24.3495	102.543	0	121.758	1
2033	16.8667	74.5667	0	104.445	1
2034	33.18	129.716	0	141.614	1
2035	15.6333	32.6333	0	81.2117	1
2036	-23.7658	-53.325	0	125.643	1
2037	6.24475	-75.5748	0	112.812	1
2038	42.6667	21.1667	0	51.8505	1
2039	37.075	36.25	0	64.1492	1
2040	36.9617	140.046	0	149.753	1
2041	39.97	-0.05	0	50.03	1
2042	35.2167	137.083	0	147.625	1
2043	55.95	-3.19889	0	34.1999	1
2044	38.4261	27.4172	0	58.4086	1
2045	0.333333	6.73333	0	89.9191	1
2046	16.4847	97.6258	0	122.21	1
2047	36.55	139.883	0	149.747	1
2048	41.9833	-91.6686	0	103.483	1
2049	-8.55361	125.578	0	159.633	1
2050	53.55	10	0	37.7969	1
2051	35.3339	139.405	0	149.74	1
2052	36.5014	102.103	0	115.27	1
2053	47.1681	8.51694	0	43.6705	1
2054	47.2608	8.5975	0	43.5953	1
2055	42.4257	25.6346	0	54.0412	1
2056	53.8697	10.6864	0	37.6775	1
2057	-25.4419	-49.0628	0	125.435	1
2058	-19.8858	-43.8069	0	118.296	1
2059	-3.705	128.17	0	158.771	1
2060	40.4189	-3.69194	0	49.7184	1
2061	16.7117	81.1031	0	109.311	1
2062	24.3667	88.6	0	110.262	1
2063	3.06444	101.594	0	133.713	1
2064	40.8222	140.748	0	149.092	1
2065	25.4333	-101	0	119.874	1
2066	55.9167	37.7333	0	50.8476	1
2067	37.9278	102.633	0	115.087	1
2068	22.9	88.39	0	110.974	1
2069	30.4673	106.634	0	122.126	1
2070	-11.8639	-55.5039	0	116.004	1
2071	20.45	85.8667	0	110.5	1
2072	-31.3883	-57.9606	0	134.516	1
2073	11.5442	-72.9069	0	107.102	1
2074	26.6448	118.173	0	134.085	1
2075	21.1197	-101.681	0	122.815	1
2076	35.7219	139.931	0	150.089	1
2077	31.7542	116.508	0	130.256	1
2078	34.4992	135.597	0	146.516	1
2079	47.0722	21.9211	0	48.2009	1
2080	-14.55	40.6833	0	112.187	1
2081	6.13333	102.25	0	132.245	1
2082	22.8192	108.315	0	127.457	1
2083	22.7	72.87	0	99.1934	1
2084	35.3403	25.1344	0	60.1617	1
2085	55.7	52.3333	0	62.5721	1
2086	-22.7639	-43.3989	0	120.827	1
2087	-34.6833	-58.55	0	137.746	1
2088	-4.33167	15.3139	0	95.5666	1
2089	10.9375	108.158	0	133.974	1
2090	34.5578	135.606	0	146.502	1
2091	41.157	126.29	0	135.406	1
2092	26.215	78.1931	0	100.909	1
2093	-8.00194	-35.0178	0	104.07	1
2094	15.73	-88.6	0	115.611	1
2095	52.7842	27.5425	0	46.2991	1
2096	40.8417	31.1583	0	58.2012	1
2097	34.3	74.47	0	92.9961	1
2098	38.9517	-92.3341	0	105.506	1
2099	-23.3556	-47.8569	0	123.044	1
2100	19.4456	-72.6883	0	101.299	1
2101	43.25	76.9	0	89.9954	1
2102	35.25	136.967	0	147.504	1
2103	9.35975	-79.9004	0	113.521	1
2104	50.72	-1.88	0	39.325	1
2105	45.4397	12.3319	0	46.2352	1
2106	-12.7406	-60.1458	0	119.051	1
2107	45.2937	130.965	0	138.385	1
2108	-23.5019	-47.4578	0	123.024	1
2109	36.6	140.65	0	150.446	1
2110	-23.6464	-70.398	0	133.684	1
2111	-33.0245	-71.5518	0	142.319	1
2112	-29.1708	-51.5189	0	129.83	1
2113	-5.06667	39.1	0	102.793	1
2114	56.6	84.85	0	91.1871	1
2115	23.8333	91.2667	0	112.728	1
2116	41.8	129.783	0	138.445	1
2117	35.9667	-83.95	0	99.8359	1
2118	25.1283	121.742	0	137.947	1
2119	-22.4689	-44.4469	0	120.933	1
2120	37.7731	29.0878	0	59.7809	1
2121	46.6383	27.7292	0	51.4698	1
2122	48.3717	10.8983	0	43.0313	1
2123	35.4258	137.061	0	147.527	1
2124	-24.0058	-46.4028	0	123.088	1
2125	42.3583	-71.0625	0	85.5547	1
2126	24.03	75.08	0	99.9452	1
2127	-6.01667	106.017	0	143.034	1
2128	-31.6333	-60.7	0	135.938	1
2129	22.9242	112.035	0	130.58	1
2130	33.8031	-117.832	0	130.547	1
2131	36.3172	-119.332	0	130.851	1
2132	37.3997	121.266	0	132.183	1
2133	39.259	127.356	0	137.092	1
2134	9.56667	-69.2167	0	106.115	1
2135	27.8407	113.147	0	129.097	1
2136	25.9421	-80.2699	0	102.697	1
2137	-12.9683	28.6337	0	106.875	1
2138	51.9225	4.47917	0	38.34	1
2139	32.7564	-97.3325	0	112.918	1
2140	47.9022	1.90417	0	42.1408	1
2141	51.4592	6.61972	0	39.1052	1
2142	-19.8333	34.85	0	115.23	1
2143	51.6217	-0.751667	0	38.3857	1
2144	40.5333	72.7833	0	88.0021	1
2145	39.7767	30.5206	0	58.7698	1
2146	16.9833	81.7833	0	109.636	1
2147	20.6742	-101.347	0	122.79	1
2148	37.8944	127.199	0	137.458	1
2149	45.3386	36.4681	0	57.659	1
2150	16.8892	42.5611	0	84.5969	1
2151	39.9031	-104.954	0	116.297	1
2152	23.4833	111.317	0	129.676	1
2153	25.0667	-77.3333	0	100.979	1
2154	36.4669	52.3569	0	74.8802	1
2155	23.6833	86.9667	0	109.367	1
2156	-27.615	-48.6278	0	127.271	1
2157	30.6706	73.1064	0	94.1516	1
2158	35.9875	-78.9072	0	95.6227	1
2159	35.7839	139.243	0	149.426	1
2160	-31.7444	-60.5175	0	135.956	1
2161	19.645	-99.1694	0	121.591	1
2162	3.75206	8.7737	0	86.693	1
2163	55.5725	42.0514	0	54.3468	1
2164	45.6997	27.1797	0	51.9736	1
2165	-22.7858	-43.3119	0	120.816	1
2166	39.1617	-75.5257	0	91.0421	1
2167	47.3139	130.278	0	137.092	1
2168	8.13333	4.25	0	81.9769	1
2169	39.815	109.998	0	120.905	1
2170	-3.68556	-40.3442	0	102.003	1
2171	18.4667	-77.9167	0	105.773	1
2172	37.6564	126.835	0	137.211	1
2173	-23.7172	-46.8494	0	122.99	1
2174	28.1987	112.971	0	128.77	1
2175	41.01	28.9603	0	56.9097	1
2176	40.5917	49.6397	0	70.0377	1
2177	22.58	88.42	0	111.192	1
2178	20.3397	-77.1086	0	103.915	1
2179	25.6969	32.6422	0	72.1138	1
2180	53.25	-0.55	0	36.7541	1
2181	54.75	83.1	0	90.2672	1
2182	33.4963	130.516	0	142.222	1
2183	62.0272	129.732	0	132.713	1
2184	21.654	110.629	0	130.039	1
2185	22.3559	110.937	0	129.934	1
2186	50.8096	19.1222	0	43.6067	1
2187	0.397222	32.6389	0	95.3622	1
2188	37.145	127.069	0	137.624	1
2189	40.7567	107.414	0	118.164	1
2190	-22.6428	-43.6528	0	120.805	1
2191	-34.6833	-58.6833	0	137.803	1
2192	53.2824	69.3969	0	78.5119	1
2193	37.7775	-122.416	0	133.09	1
2194	56.2817	90.5039	0	96.581	1
2195	16.05	49	0	88.7108	1
2196	2.04083	45.3425	0	98.9584	1
2197	48.4222	-123.366	0	130.184	1
2198	35.3594	136.613	0	147.135	1
2199	35.2833	136.917	0	147.445	1
2200	-23.5469	-47.4378	0	123.058	1
2201	30.2018	115.033	0	129.647	1
2202	30.05	70.6333	0	92.6449	1
2203	46.8	7.15	0	43.7877	1
2204	36.535	-6.2975	0	53.8346	1
2205	37.8703	-122.268	0	132.917	1
2206	13.3167	-87.2167	0	116.134	1
2207	34.7333	135.333	0	146.183	1
2208	31.4167	31.8214	0	66.6679	1
2209	23.7333	109.233	0	127.762	1
2210	40.1	124.4	0	134.035	1
2211	29.1489	75.7367	0	97.154	1
2212	40.4818	-3.3643	0	49.6323	1
2213	-34.5228	-56.2778	0	136.65	1
2214	34.83	135.417	0	146.224	1
2215	54.9778	-1.61333	0	35.0594	1
2216	31.1033	77.1722	0	97.0792	1
2217	-2.06361	101.396	0	136.956	1
2218	7.24667	-70.7292	0	108.861	1
2219	40.9953	71.6725	0	86.824	1
2220	50.9272	11.5864	0	40.7545	1
2221	-41.15	-71.3	0	149.278	1
2222	-19.1167	33.45	0	114.129	1
2223	51.4997	3.61361	0	38.6695	1
2224	36.085	35.9806	0	64.8184	1
2225	36.5436	31.9997	0	62.3022	1
2226	34.2942	48.82	0	74.0711	1
2227	19.03	73.01	0	101.819	1
2228	45.4064	11.8778	0	46.1484	1
2229	29.6653	-82.3361	0	102.076	1
2230	38.7553	-8.96083	0	52.0223	1
2231	-16.4942	-68.1475	0	126.432	1
2232	48.5733	7.75222	0	42.1458	1
2233	27.7731	-82.64	0	103.448	1
2234	38.6667	39.2167	0	64.5992	1
2235	-27.4833	-58.8167	0	131.384	1
2236	16.4333	102.833	0	126.439	1
2237	29.4833	60.8667	0	85.8313	1
2238	10.1136	-66.7814	0	104.123	1
2239	-18.0556	-70.2483	0	128.883	1
2240	46.9074	19.6917	0	47.3786	1
2241	22.97	88.4	0	110.94	1
2242	47.1167	51.8833	0	67.3117	1
2243	61.2183	-149.899	0	152.637	1
2244	41.5431	-90.5908	0	102.736	1
2245	58.6	49.65	0	58.7459	1
2246	21.0245	105.841	0	126.333	1
2247	34.41	-2.89	0	55.6651	1
2248	34.4833	136.717	0	147.559	1
2249	42.8167	-1.65	0	47.2122	1
2250	33.4433	114.899	0	128.065	1
2251	50.7667	16.2833	0	42.4782	1
2252	35.8358	139.391	0	149.545	1
2253	0.609444	127.57	0	155.771	1
2254	51.0333	6.98333	0	39.5875	1
2255	40.1167	124.383	0	134.013	1
2256	31.8167	70.9167	0	91.7304	1
2257	45.5833	-73.75	0	86.0924	1
2258	30.0342	47.9294	0	76.7667	1
2259	48.7636	11.4261	0	42.7901	1
2260	35.9333	36.6333	0	65.3085	1
2261	50.2306	12.8725	0	41.8008	1
2262	61.6667	50.8167	0	58.1817	1
2263	47.0523	8.3059	0	43.7435	1
2264	-26.1767	27.9636	0	119.495	1
2265	-7.75	113.217	0	149.576	1
2266	11.8592	-15.5956	0	79.6819	1
2267	7.46667	4.56667	0	82.6596	1
2268	23.8864	100.087	0	119.952	1
2269	39.93	32.85	0	59.8843	1
2270	34.85	5.73333	0	55.4472	1
2271	16.795	96.16	0	120.854	1
2272	29.1255	110.484	0	126.145	1
2273	37.5392	127.215	0	137.607	1
2274	38.2683	140.869	0	150.068	1
2275	44.8353	11.6199	0	46.6355	1
2276	52.5167	13.3833	0	39.8009	1
2277	-20.2141	-70.1524	0	130.646	1
2278	14.9736	102.083	0	126.688	1
2279	30.4167	31.5667	0	67.4287	1
2280	35.3197	139.553	0	149.883	1
2281	5.69228	-76.6582	0	113.949	1
2282	48.9478	2.2475	0	41.1137	1
2283	7.66667	36.8333	0	90.1969	1
2284	36.8217	128.631	0	139.19	1
2285	26.6667	119.517	0	135.26	1
2286	45.95	-66.6667	0	79.9052	1
2287	-19.7669	-44.0869	0	118.29	1
2288	34.95	137.167	0	147.801	1
2289	30.7522	120.75	0	134.502	1
2290	30.5667	76.6333	0	96.9793	1
2291	-32.9575	-60.6394	0	137.097	1
2292	18.0242	-63.0433	0	95.6817	1
2293	42.6975	2.89472	0	47.391	1
2294	32.1287	112.758	0	126.742	1
2295	36.1911	44.0094	0	69.5142	1
2296	40.6064	-111.976	0	122.386	1
2297	55.1833	30.1667	0	46.0676	1
2298	-22.5647	-47.4017	0	122.138	1
2299	29.2649	88.8799	0	107.649	1
2300	25.61	85.1414	0	106.748	1
2301	40.9739	117.932	0	127.717	1
2302	17.6261	-63.2492	0	96.1168	1
2303	-12.5546	28.2604	0	106.377	1
2304	-8.28278	-35.9758	0	104.66	1
2305	44.3	86.0333	0	97.4178	1
2306	40.6883	30.0144	0	57.7279	1
2307	50.4667	4.86667	0	39.8318	1
2308	3.14778	101.695	0	133.736	1
2309	17.4253	102.79	0	125.829	1
2310	29.1025	-110.977	0	126.588	1
2311	49.2153	119.751	0	126.506	1
2312	34.585	133.772	0	144.796	1
2313	53.4828	-2.29306	0	36.5891	1
2314	34.9506	127.487	0	138.865	1
2315	45.8	24.15	0	50.3673	1
2316	56.85	53.2167	0	62.6972	1
2317	33.0794	107.026	0	121.221	1
2318	35.7178	139.566	0	149.751	1
2319	40.9333	-8.53333	0	49.8032	1
2320	51.2981	37.835	0	54.1233	1
2321	33.05	-96.75	0	112.267	1
2322	36.0667	140.2	0	150.216	1
2323	-22.8519	-43.775	0	121.045	1
2324	26.0769	119.292	0	135.339	1
2325	46.2304	7.36606	0	44.385	1
2326	-1.24167	-78.6197	0	120.441	1
2327	38.5	27.7	0	58.4768	1
2328	39.6986	125.906	0	135.582	1
2329	-23.4189	-51.4239	0	124.532	1
2330	26.3419	31.8894	0	71.1989	1
2331	32.2689	75.6497	0	95.1618	1
2332	38.9347	141.127	0	150.081	1
2333	4.58333	13.6833	0	86.5057	1
2334	5.33028	103.141	0	133.443	1
2335	60.9804	25.655	0	38.7339	1
2336	-6.88333	107.533	0	144.74	1
2337	36.1314	-95.9372	0	110.026	1
2338	40.3333	-3.86667	0	49.817	1
2339	55.1	61.6167	0	70.814	1
2340	-3.43278	104.236	0	139.981	1
2341	-21.2889	-50.34	0	122.145	1
2342	-34.5997	-58.3819	0	137.599	1
2343	38.254	27.134	0	58.4286	1
2344	34.0553	131.806	0	143.188	1
2345	40.7267	8.55917	0	50.0112	1
2346	40.9	38.4167	0	62.343	1
2347	55.1667	59.6667	0	69.0903	1
2348	50.7478	25.3244	0	46.7126	1
2349	35.7258	139.539	0	149.722	1
2350	-4.90389	-80.6853	0	124.567	1
2351	39.7686	-86.1581	0	99.7317	1
2352	9.35	42.8	0	91.3031	1
2353	32.65	-16.9167	0	59.7929	1
2354	-4.78889	11.8653	0	95.5286	1
2355	35.4058	-119.019	0	130.943	1
2356	-20.3189	-40.3378	0	117.462	1
2357	30.7106	104.089	0	119.79	1
2358	45.1869	5.72639	0	45.1774	1
2359	53.2	5.78333	0	37.2517	1
2360	-12.55	13.4167	0	103.424	1
2361	21.3047	-157.857	0	172.157	1
2362	-33.6667	-65.4667	0	139.926	1
2363	-16.4708	-54.6358	0	119.671	1
2364	23.0475	113.749	0	131.991	1
2365	-13.1333	28.4	0	106.972	1
2366	50.4167	4.44417	0	39.832	1
2367	43.8833	-79.25	0	91.6914	1
2368	34.0433	-5.00333	0	56.1799	1
2369	32.715	-117.162	0	130.417	1
2370	39.5272	-119.822	0	130.018	1
2371	50	36.2292	0	53.9681	1
2372	22.74	88.37	0	111.055	1
2373	49.0333	104.083	0	111.855	1
2374	50.0549	72.9646	0	83.1832	1
2375	-20.7511	-51.6783	0	122.215	1
2376	34.8808	135.779	0	146.541	1
2377	36.0617	103.832	0	117.006	1
2378	33.6842	-117.793	0	130.562	1
2379	53.3497	-6.26028	0	37.1811	1
2380	36.5297	-87.3594	0	102.424	1
2381	23.1749	-102.868	0	122.668	1
2382	40.6828	46.3606	0	67.6867	1
2383	41.5483	2.1075	0	48.4975	1
2384	17.45	78.5	0	106.891	1
2385	19.076	72.8774	0	101.692	1
2386	4.81428	-75.6946	0	113.957	1
2387	34.65	133.917	0	144.904	1
2388	50.0825	8.24	0	40.7591	1
2389	35.8978	14.5125	0	56.0148	1
2390	33.8969	-98.515	0	113.37	1
2391	-22.7539	-47.4139	0	122.317	1
2392	6.21667	31.55	0	89.5268	1
2393	-15.1953	12.1508	0	105.895	1
2394	40.6806	14.7597	0	51.4806	1
2395	11.2361	-74.2017	0	108.211	1
2396	31.304	120.616	0	134.14	1
2397	33.3033	-111.841	0	125.391	1
2398	31.1417	30.1272	0	66.1207	1
2399	22.74	88.79	0	111.389	1
2400	33.2167	-97.1333	0	112.513	1
2401	30.6014	-96.3144	0	113.158	1
2402	35.0456	-85.2672	0	101.442	1
2403	15.9667	48.7833	0	88.6609	1
2404	52.4417	30.9833	0	48.6888	1
2405	30.4628	31.1797	0	67.2076	1
2406	32.03	44.4	0	73.0197	1
2407	41.7347	27.2253	0	55.4144	1
2408	39.7197	140.102	0	148.852	1
2409	10.2606	-66.6639	0	103.935	1
2410	37.4092	127.259	0	137.698	1
2411	43.55	-80.25	0	92.7236	1
2412	-21.0097	55.2697	0	124.008	1
2413	5.11667	7.36667	0	85.2024	1
2414	33.4931	-111.926	0	125.381	1
2415	27.5494	109.959	0	126.456	1
2416	25.3	51.5333	0	82.715	1
2417	23.9	90.7167	0	112.244	1
2418	46.35	-72.55	0	84.6689	1
2419	10.52	76.21	0	110.114	1
2420	46.8	-71.1833	0	83.2665	1
2421	23.08	88.52	0	110.969	1
2422	45.8719	22.9117	0	49.7215	1
2423	4.91667	-1.76667	0	85.1017	1
2424	38.4486	-122.705	0	133.094	1
2425	39.5842	32.1472	0	59.793	1
2426	-3.73278	-38.6558	0	101.391	1
2427	20.1383	-75.2061	0	102.648	1
2428	-20.66	-43.7858	0	119.008	1
2429	27.7	83.45	0	104.14	1
2430	36.3824	139.734	0	149.668	1
2431	39.1444	141.139	0	150.022	1
2432	-28.4686	-65.7792	0	135.505	1
2433	31.25	32.2833	0	67.0356	1
2434	35.3388	139.491	0	149.819	1
2435	8.98333	1.13333	0	81.0246	1
2436	44.0608	131.119	0	138.933	1
2437	-22.7253	-47.6492	0	122.382	1
2438	25.6167	88.1167	0	109.132	1
2439	32.21	74.54	0	94.3181	1
2440	36.7541	137.026	0	147.007	1
2441	21.3667	81.7167	0	106.715	1
2442	-34.7708	-58.6464	0	137.866	1
2443	28.4167	77.3	0	98.8322	1
2444	26.12	85.3833	0	106.635	1
2445	-25.535	-49.2058	0	125.577	1
2446	51.4275	6.8825	0	39.1817	1
2447	37.8747	127.734	0	137.96	1
2448	-21.12	-42.9428	0	119.129	1
2449	-53.1627	-70.9081	0	159.761	1
2450	39.1467	117.206	0	127.762	1
2451	25.25	87.0167	0	108.464	1
2452	51.7606	14.3342	0	40.8378	1
2453	41.6764	-86.2503	0	98.865	1
2454	32.8986	115.804	0	129.117	1
2455	42.9236	143.197	0	150.736	1
2456	32.0833	23.95	0	62.6733	1
2457	54.7261	55.9475	0	66.139	1
2458	22.4122	-83.6719	0	107.56	1
2459	37.7853	127.046	0	137.357	1
2460	43.1656	-77.6114	0	90.6476	1
2461	22.4679	88.1452	0	111.041	1
2462	47.3786	8.54	0	43.4685	1
2463	47.2172	-1.55389	0	42.811	1
2464	18.9833	75.7667	0	103.846	1
2465	-28.2628	-52.4069	0	129.354	1
2466	40.5667	-105.083	0	116.13	1
2467	34.05	-6.81667	0	56.3637	1
2468	35.7639	115.03	0	127.175	1
2469	-11.6697	27.4581	0	105.312	1
2470	8.43333	-82.4333	0	115.967	1
2471	35.3039	136.803	0	147.332	1
2472	-7.23389	-39.4089	0	104.917	1
2473	54.2	37.6167	0	51.9293	1
2474	26.4179	112.846	0	129.525	1
2475	37.1457	38.784	0	65.5574	1
2476	35.5011	134.235	0	144.876	1
2477	41.2667	-96.0167	0	107.676	1
2478	16.7531	-93.1156	0	118.472	1
2479	34.5094	135.792	0	146.693	1
2480	19.2242	-70.5283	0	99.9173	1
2481	3.8	10.1333	0	86.7936	1
2482	26.5642	31.7461	0	70.936	1
2483	30.192	67.007	0	89.8161	1
2484	25.7725	73.3233	0	97.4756	1
2485	50.0833	45.4	0	60.4525	1
2486	35.1167	136.933	0	147.523	1
2487	36.3167	139	0	149.006	1
2488	54.9	52.3	0	62.9865	1
2489	32.5861	73.4917	0	93.2597	1
2490	26.0214	-80.175	0	102.573	1
2491	55.6761	12.5689	0	36.5528	1
2492	39.8361	-105.037	0	116.401	1
2493	21.1967	110.403	0	130.087	1
2494	51.6167	7.2	0	39.0528	1
2495	29.425	-98.4939	0	115.63	1
2496	31.9829	120.887	0	134.088	1
2497	-28.4572	21.2425	0	120.347	1
2498	48.9747	14.4747	0	43.5039	1
2499	36.3833	139.067	0	149.045	1
2500	25.45	81.85	0	104.241	1
2501	40.8151	111.663	0	122.015	1
2502	50.05	22	0	45.607	1
2503	31.05	31.3833	0	66.7834	1
2504	38.7333	125.4	0	135.475	1
2505	-12.9667	40.5167	0	110.651	1
2506	-7.12	-34.88	0	103.194	1
2507	-8.12639	-35.3075	0	104.285	1
2508	36.2025	36.1606	0	64.821	1
2509	11.5696	104.921	0	130.995	1
2510	37.5875	36.9453	0	64.1251	1
2511	31.8372	49.8694	0	76.6151	1
2512	47.7	40.2333	0	58.3782	1
2513	-22.7389	-47.3308	0	122.271	1
2514	39.1228	27.1783	0	57.6815	1
2515	28.6139	77.209	0	98.6381	1
2516	10.2167	-64.6167	0	102.668	1
2517	-22.7158	-43.555	0	120.838	1
2518	30.9667	31.1667	0	66.7555	1
2519	-8.89028	-36.4928	0	105.409	1
2520	2.72972	101.938	0	134.192	1
2521	13.9667	44.1667	0	87.9304	1
2522	-33.9581	25.6	0	126.574	1
2523	37.0078	127.28	0	137.871	1
2524	37.9358	-122.348	0	132.965	1
2525	34.4	132.45	0	143.647	1
2526	30.9333	117.767	0	131.749	1
2527	39.1833	27.6056	0	57.8308	1
2528	35.9333	139.483	0	149.595	1
2529	53.4667	-2.23333	0	36.6015	1
2530	30.3167	-81.65	0	101.138	1
2531	-6.86667	109.133	0	145.922	1
2532	49.1858	-2.11	0	40.8687	1
2533	36.2	37.15	0	65.3801	1
2534	28.7	-100.523	0	117.739	1
2535	12.05	24.8833	0	81.8253	1
2536	-3	120.2	0	151.977	1
2537	-34.6833	-58.5333	0	137.739	1
2538	-22.8789	-42.0189	0	120.446	1
2539	29.1046	119.649	0	134.254	1
2540	57.8167	28.3333	0	42.8783	1
2541	25.5439	-103.419	0	121.861	1
2542	9.18333	105.15	0	132.619	1
2543	34.4259	115.647	0	128.307	1
2544	19.47	72.8	0	101.362	1
2545	49.0167	8.4	0	41.8353	1
2546	35.7108	139.462	0	149.656	1
2547	27.56	68.2264	0	92.4856	1
2548	39.2864	-76.615	0	91.8789	1
2549	6.91778	158.185	0	178.676	1
2550	7.01667	100.467	0	130.307	1
2551	54.1667	19.4	0	40.7479	1
2552	51.757	18.083	0	42.3027	1
2553	50.8392	4.32972	0	39.3995	1
2554	-6.17833	106.632	0	143.599	1
2555	-7.53278	-46.0358	0	107.851	1
2556	34.05	131.567	0	142.969	1
2557	36.7167	37.1167	0	64.9366	1
2558	27.4833	89.6333	0	109.282	1
2559	49.4942	0.108056	0	40.506	1
2560	34.4858	133.363	0	144.455	1
2561	34.1894	-118.875	0	131.324	1
2562	40.1711	126.276	0	135.752	1
2563	43.65	51.15	0	69.0264	1
2564	53.6333	55.95	0	66.7303	1
2565	36.8833	118.733	0	130.073	1
2566	41.6458	41.6417	0	63.8134	1
2567	-29.9433	-50.9939	0	130.333	1
2568	-23.425	-51.9389	0	124.751	1
2569	53.5833	-2.43333	0	36.4979	1
2570	36.1622	-86.7744	0	102.119	1
2571	-28.0167	153.4	0	193.545	1
2572	3.85778	11.5181	0	86.9088	1
2573	-1.50583	-48.6258	0	103.623	1
2574	35.4333	139.633	0	149.917	1
2575	23.7	87.08	0	109.447	1
2576	40.3097	36.5542	0	61.6874	1
2577	32.1264	114.067	0	127.909	1
2578	50.1667	19	0	44.1327	1
2579	35.0304	110.998	0	123.864	1
2580	56.464	-2.97	0	33.6673	1
2581	7.32139	13.5839	0	83.7871	1
2582	22.3	73.2	0	99.7072	1
2583	52.1333	-106.683	0	113.204	1
2584	58.05	38.8333	0	50.2875	1
2585	-9.39278	-40.5078	0	107.33	1
2586	34.2894	133.798	0	144.933	1
2587	39.6167	125.667	0	135.391	1
2588	34.4167	132.733	0	143.902	1
2589	-23.0069	-44.3178	0	121.386	1
2590	31.7083	74	0	94.2015	1
2591	-23.0903	-47.2181	0	122.552	1
2592	0.828889	-77.6406	0	118.235	1
2593	37.8417	41.9458	0	66.9324	1
2594	39.5961	27.0244	0	57.1915	1
2595	22.8667	88.4167	0	111.015	1
2596	48.1142	-1.68083	0	41.9195	1
2597	34.7833	135.467	0	146.288	1
2598	43.0189	-83.6933	0	95.9781	1
2599	34.5781	136.528	0	147.348	1
2600	43.1121	12.3888	0	48.497	1
2601	34.9057	108.942	0	122.081	1
2602	29.5167	35	0	69.8801	1
2603	34.2667	108.9	0	122.333	1
2604	-16.45	-39.065	0	113.392	1
2605	41.5757	120.449	0	129.818	1
2606	37.6864	-122.468	0	133.174	1
2607	14.0942	-87.2067	0	115.614	1
2608	28.3972	36.5789	0	71.6444	1
2609	-23.1172	-46.5506	0	122.321	1
2610	36.2381	137.972	0	148.076	1
2611	29.9667	32.5333	0	68.2819	1
2612	60.3925	5.32333	0	30.0823	1
2613	-7.81661	112.012	0	148.71	1
2614	31.2	29.9167	0	65.9731	1
2615	53.2185	6.567	0	37.3631	1
2616	-24.1856	-65.2994	0	131.538	1
2617	42.9634	-85.6681	0	97.7316	1
2618	45.2	33.3583	0	55.8553	1
2619	18.5098	-72.2856	0	101.666	1
2620	33.2333	131.607	0	143.327	1
2621	54.3667	18.6333	0	40.2111	1
2622	32.8442	130.054	0	142.059	1
2623	-4.225	-44.78	0	104.324	1
2624	-22.2139	-49.9458	0	122.827	1
2625	49.2333	7	0	41.3633	1
2626	46.6167	14.3	0	45.6794	1
2627	17.25	-88.7675	0	114.77	1
2628	35.0667	-78.9175	0	96.1543	1
2629	34.7667	135.517	0	146.34	1
2630	-24.9558	-53.455	0	126.776	1
2631	34.1233	-117.579	0	130.181	1
2632	51.3158	9.49792	0	39.8331	1
2633	7.11861	-73.1161	0	110.523	1
2634	34.1511	113.473	0	126.473	1
2635	29.6458	91.1408	0	109.313	1
2636	41.76	-88.2986	0	100.617	1
2637	37.4947	139.93	0	149.456	1
2638	-34.7667	-58.3833	0	137.751	1
2639	28.1188	120.962	0	135.872	1
2640	-15.1167	39.2667	0	112.211	1
2641	-18.1492	49.4023	0	118.898	1
2642	52.5833	-0.25	0	37.4175	1
2643	32.6167	44.0333	0	72.3311	1
2644	23.6	72.4	0	98.2381	1
2645	42.9833	47.4833	0	66.8224	1
2646	-1.68194	-50.48	0	104.66	1
2647	0.9	108.983	0	140.77	1
2648	-23.5278	-46.9028	0	122.835	1
2649	22.45	86.98	0	110.13	1
2650	51.3594	7.475	0	39.3569	1
2651	33.8667	-117.567	0	130.28	1
2652	-2.56194	-44.0539	0	102.511	1
2653	18.6278	73.8131	0	102.676	1
2654	-3.20278	-52.2058	0	106.828	1
2655	28.0833	30.75	0	69.132	1
2656	55.7908	49.1144	0	59.854	1
2657	14.7167	-17.2667	0	77.2381	1
2658	35.7056	139.354	0	149.557	1
2659	-31.3308	-54.1069	0	132.849	1
2660	32.7	51.5211	0	77.0566	1
2661	35.4981	140.116	0	150.342	1
2662	51.7667	55.1	0	67.0656	1
2663	-22.2208	-54.8058	0	124.889	1
2664	30.25	120.168	0	134.202	1
2665	48.1447	17.1128	0	45.2185	1
2666	26.72	88.42	0	108.731	1
2667	37.4639	126.649	0	137.113	1
2668	40.0833	128.25	0	137.622	1
2669	38.5158	114.984	0	125.984	1
2670	30.1286	31.2422	0	67.5327	1
2671	52.1911	-2.22222	0	37.8741	1
2672	39.2337	42.8637	0	66.4418	1
2673	25.9303	-97.4844	0	116.654	1
2674	12.8866	45.0279	0	89.2972	1
2675	34.4581	135.564	0	146.501	1
2676	16.55	104.75	0	127.935	1
2677	47.0708	15.4386	0	45.6209	1
2678	34.4667	135.367	0	146.315	1
2679	35.6506	139.541	0	149.751	1
2680	22.72	88.38	0	111.075	1
2681	14.0367	98.1867	0	124.141	1
2682	26.4667	73.0333	0	96.8006	1
